Accepted_SPNAME,BloomColors
Bouteloua gracilis,Yellow
Bouteloua gracilis,red–brown
Bouvardia ternifolia,Red
Boykinia aconitifolia,White
Boykinia occidentalis,White
Boykinia rotundifolia,White
Brachyelytrum erectum,Not Applicable
Brahea filamentosa,
Brasenia schreberi,Pink
Brasenia schreberi,Yellow
Brassia caudata,Yellow
Brassia caudata,Green
Brassia caudata,Brown
Brickellia eupatorioides,White
Brickellia eupatorioides,Pink
Brickellia eupatorioides,Yellow
Brickellia eupatorioides,Green
Brickellia floribunda,White
Brickellia floribunda,Yellow
Brickellia floribunda,Green
Brickellia grandiflora,White
Brickellia grandiflora,Yellow
Brodiaea californica,White
Brodiaea californica,Purple
Brodiaea coronaria,Violet
Brodiaea coronaria,Blue
Brodiaea coronaria,Purple
Brodiaea stellaris,Blue
Brodiaea stellaris,Purple
Bromus ciliatus,Yellow
Bromus kalmii,Yellow
Bromus kalmii,Green
Bromus pubescens,White
Bromus pubescens,Green
Brunnichia ovata,Yellow
Brunnichia ovata,Green
Buchloe dactyloides,
Buchnera americana,Pink
Buchnera americana,Purple
Bucida buceras,
Buckleya distichophylla,Green
Bulbostylis capillaris,Green
Bulbostylis capillaris,Brown
Bulbostylis capillaris,Red
Bulbostylis juncoides,Green
Bulbostylis juncoides,Brown
Cabomba caroliniana,White
Cacalia atriplicifolia,
Caesalpinia crista,
Calamagrostis canadensis,Green
Calamagrostis cinnoides,
Calamagrostis coarctata,Green
Calamagrostis foliosa,Green
Calamagrostis foliosa,Brown
Calamagrostis foliosa,Purple
Calamagrostis pickeringii,Green
Calamagrostis pickeringii,Purple
Calamagrostis stricta,Yellow
Calamovilfa longifolia,Yellow
Calandrinia ciliata,White
Calandrinia ciliata,Pink
Calandrinia ciliata,Purple
Calla palustris,White
Calliandra eriophylla,White
Calliandra eriophylla,Pink
Callicarpa americana,White
Callicarpa americana,Pink
Callicarpa americana,Lavender
Callirhoe alcaeoides,White
Callirhoe alcaeoides,Pink
Callirhoe bushii,Pink
Callirhoe bushii,Purple
Callirhoe bushii,Red
Callirhoe digitata,White
Callirhoe digitata,Purple
Callirhoe digitata,Red
Callirhoe involucrata,White
Callirhoe involucrata,Pink
Callirhoe involucrata,Magenta
Callirhoe involucrata,Purple
Callirhoe papaver,Purple
Callirhoe papaver,Red
Callirhoe pedata,Pink
Callirhoe pedata,Purple
Callirhoe pedata,Red
Callirhoe triangulata,White
Callirhoe triangulata,Purple
Callirhoe triangulata,Red
Callisia graminea,Pink
Callisia graminea,Red
Callisia rosea,Pink
Callitriche palustris,Green
Callitriche palustris,Brown
Callitropsis nootkatensis,Yellow
Calocedrus decurrens,Yellow
Calochortus albus,White
Calochortus albus,Pink
Calochortus amabilis,Yellow
Calochortus amoenus,Pink
Calochortus amoenus,Purple
Calochortus aureus,Yellow
Calochortus aureus,Red
Calochortus clavatus,Yellow
Calochortus clavatus,Red
Calochortus coeruleus,White
Calochortus coeruleus,Blue
Calochortus coeruleus,Purple
Calochortus elegans,White
Calochortus elegans,Purple
Calochortus excavatus,White
Calochortus excavatus,Purple
Calochortus gunnisonii,White
Calochortus gunnisonii,Purple
Calochortus howellii,White
Calochortus howellii,Yellow
Calochortus howellii,Purple
Calochortus kennedyi,Orange
Calochortus kennedyi,Yellow
Calochortus kennedyi,Red
Calochortus leichtlinii,White
Calochortus leichtlinii,Pink
Calochortus leichtlinii,Yellow
Calochortus leichtlinii,Blue
Calochortus leichtlinii,Red
Calochortus luteus,Yellow
Calochortus luteus,Red
Calochortus macrocarpus,Purple
Calochortus monophyllus,Yellow
Calochortus nitidus,Purple
Calochortus nuttallii,White
Calochortus nuttallii,Pink
Calochortus nuttallii,Yellow
Calochortus nuttallii,Purple
Calochortus plummerae,Pink
Calochortus plummerae,Purple
Calochortus pulchellus,Yellow
Calochortus splendens,Purple
Calochortus superbus,White
Calochortus superbus,Yellow
Calochortus superbus,Purple
Calochortus tolmiei,White
Calochortus tolmiei,Pink
Calochortus tolmiei,Purple
Calochortus uniflorus,Purple
Calochortus venustus,White
Calochortus venustus,Purple
Calochortus venustus,Pink
Calochortus venustus,Yellow
Calochortus venustus,Red
Calochortus vestae,White
Calochortus vestae,Yellow
Calochortus vestae,Purple
Calochortus vestae,Red
Calochortus weedii,Yellow
Calopogon tuberosus,Pink
Caltha biflora,White
Caltha biflora,Yellow
Caltha leptosepala,White
Caltha leptosepala,Yellow
Caltha leptosepala,Purple
Caltha palustris,Yellow
Calycanthus fertilis,
Calycanthus floridus,Red
Calycanthus occidentalis,Pink
Calycanthus occidentalis,Brown
Calycanthus occidentalis,Red
Calylophus hartwegii,
Calylophus serrulatus,
Calypso bulbosa,White
Calypso bulbosa,Purple
Calypso bulbosa,Pink
Calypso bulbosa,Lavender
Calypso bulbosa,Yellow
Calystegia occidentalis,White
Calystegia soldanella,White
Calystegia soldanella,Pink
Calystegia spithamaea,White
Calystegia spithamaea,Pink
Camassia angusta,White
Camassia angusta,Blue
Camassia angusta,Violet
Camassia angusta,Purple
Camassia cusickii,Violet
Camassia cusickii,Blue
Camassia leichtlinii,White
Camassia leichtlinii,Blue
Camassia leichtlinii,Violet
Camassia quamash,Blue
Camassia scilloides,White
Camassia scilloides,Blue
Camassia scilloides,Violet
Camassia scilloides,Purple
Camissoniopsis bistorta,Yellow
Camissoniopsis bistorta,Red
Campanula alaskana,
Campanula americana,White
Campanula americana,Blue
Campanula americana,Purple
Campanula aparinoides,White
Campanula divaricata,White
Campanula divaricata,Pink
Campanula divaricata,Blue
Campanula lasiocarpa,Blue
Campanula parryi,Blue
Campanula parryi,Purple
Campanula petiolata,
Campanula piperi,White
Campanula piperi,Blue
Campanula piperi,Purple
Campanula rotundifolia,Blue
Campanula rotundifolia,Purple
Campanulastrum americanum,
Campsis radicans,Orange
Campsis radicans,Yellow
Campsis radicans,Orange–red
Campsis radicans,Red
Canella winterana,Yellow
Canella winterana,Green
Canella winterana,Purple
Canella winterana,Red
Canna flaccida,Yellow
Canna glauca,Yellow
Capnoides sempervirens,Pink
Capnoides sempervirens,Yellow
Capnoides sempervirens,Purple
Capsicum baccatum,
Cardamine bellidifolia,White
Cardamine bulbosa,White
Cardamine bulbosa,Pink
Cardamine concatenata,White
Cardamine concatenata,Pink
Cardamine concatenata,Purple
Cardamine diphylla,White
Cardamine diphylla,Pink
Cardamine maxima,White
Cardamine maxima,Pink
Cardamine nuttallii,White
Cardamine nuttallii,Pink
Cardamine nuttallii,Purple
Cardamine parviflora,White
Cardamine pratensis,White
Cardamine pratensis,Pink
Carduus spinosissimus,
Carex acuta,
Carex aggregata,Green
Carex aggregata,Brown
Carex alata,White
Carex alata,Green
Carex alata,Brown
Carex albicans,White
Carex albicans,Green
Carex albicans,Brown
Carex albolutescens,White
Carex albolutescens,Green
Carex albolutescens,Brown
Carex amphibola,White
Carex amphibola,Green
Carex amphibola,Brown
Carex annectens,Not Applicable
Carex appalachica,Green
Carex aquatilis,Green
Carex arctata,White
Carex arctata,Green
Carex arctata,Red
Carex argyrantha,White
Carex argyrantha,Green
Carex argyrantha,Brown
Carex atherodes,Green
Carex atratiformis,Brown
Carex aurea,Green
Carex aurea,Not Applicable
Carex barbarae,Not Applicable
Carex barrattii,Green
Carex barrattii,Brown
Carex bebbii,Green
Carex bebbii,Not Applicable
Carex bicknellii,Green
Carex bicknellii,Not Applicable
Carex blanda,White
Carex blanda,Green
Carex blanda,Brown
Carex brevior,White
Carex brevior,Green
Carex brevior,Brown
Carex bromoides,Not Applicable
Carex bushii,White
Carex bushii,Green
Carex bushii,Brown
Carex buxbaumii,White
Carex buxbaumii,Green
Carex buxbaumii,Brown
Carex canescens,White
Carex canescens,Green
Carex canescens,Brown
Carex capillaris,Green
Carex capillaris,Not Applicable
Carex careyana,White
Carex careyana,Green
Carex careyana,Brown
Carex cephaloidea,White
Carex cephaloidea,Green
Carex cephalophora,Yellow
Carex cephalophora,Green
Carex cherokeensis,White
Carex cherokeensis,Green
Carex cherokeensis,Brown
Carex comosa,White
Carex comosa,Green
Carex comosa,Brown
Carex conjuncta,Green
Carex conjuncta,Brown
Carex crawei,Green
Carex crawei,Brown
Carex crinita,White
Carex crinita,Green
Carex cristatella,Green
Carex cristatella,Brown
Carex davisii,Green
Carex debilis,White
Carex debilis,Green
Carex diandra,White
Carex diandra,Green
Carex digitalis,White
Carex digitalis,Green
Carex digitalis,Brown
Carex disperma,Green
Carex disperma,Brown
Carex eburnea,Green
Carex eburnea,Brown
Carex emoryi,White
Carex emoryi,Green
Carex emoryi,Brown
Carex flaccosperma,White
Carex flaccosperma,Green
Carex flava,White
Carex flava,Green
Carex flava,Brown
Carex folliculata,Green
Carex folliculata,Brown
Carex frankii,White
Carex frankii,Green
Carex frankii,Brown
Carex fraseriana,
Carex glaucescens,Green
Carex glaucescens,Brown
Carex glaucodea,White
Carex glaucodea,Green
Carex gracillima,White
Carex gracillima,Green
Carex gracillima,Brown
Carex granularis,Yellow
Carex granularis,Green
Carex gravida,Green
Carex gravida,Brown
Carex grayi,White
Carex grayi,Green
Carex grisea,White
Carex grisea,Purple
Carex grisea,Brown
Carex grisea,Red
Carex gynandra,Green
Carex gynandra,Brown
Carex haydenii,Green
Carex haydenii,Brown
Carex hirsutella,Yellow
Carex hirsutella,Green
Carex hirsutella,Brown
Carex hirtifolia,White
Carex hirtifolia,Green
Carex hirtifolia,Brown
Carex hyalinolepis,Green
Carex hystericina,Green
Carex hystericina,Brown
Carex intumescens,White
Carex intumescens,Green
Carex intumescens,Brown
Carex jamesii,White
Carex jamesii,Green
Carex jamesii,Brown
Carex jamesii,Red
Carex joorii,White
Carex joorii,Green
Carex joorii,Brown
Carex lacustris,Green
Carex lacustris,Brown
Carex lasiocarpa,Green
Carex lasiocarpa,Brown
Carex laxiculmis,Yellow
Carex laxiculmis,Green
Carex laxiculmis,Brown
Carex laxiflora,White
Carex laxiflora,Yellow
Carex laxiflora,Green
Carex laxiflora,Brown
Carex leavenworthii,White
Carex leavenworthii,Green
Carex leavenworthii,Brown
Carex lupuliformis,White
Carex lupuliformis,Green
Carex lupuliformis,Brown
Carex lupulina,Yellow
Carex lupulina,Green
Carex lupulina,Brown
Carex lurida,White
Carex lurida,Green
Carex lurida,Brown
Carex michauxiana,White
Carex michauxiana,Yellow
Carex michauxiana,Green
Carex michauxiana,Brown
Carex molesta,Yellow
Carex molesta,Green
Carex molesta,Brown
Carex muehlenbergii,White
Carex muehlenbergii,Green
Carex muehlenbergii,Brown
Carex muskingumensis,White
Carex muskingumensis,Green
Carex muskingumensis,Brown
Carex nigra,White
Carex nigra,Green
Carex nigra,Not Applicable
Carex nigra,Brown
Carex normalis,Green
Carex normalis,Brown
Carex obnupta,White
Carex obnupta,Green
Carex obnupta,Brown
Carex oligocarpa,Yellow
Carex oligocarpa,Green
Carex oligocarpa,Brown
Carex pansa,Green
Carex pansa,Brown
Carex pellita,White
Carex pellita,Green
Carex pellita,Brown
Carex pensylvanica,White
Carex pensylvanica,Green
Carex pensylvanica,Brown
Carex plantaginea,White
Carex plantaginea,Green
Carex plantaginea,Brown
Carex platyphylla,White
Carex platyphylla,Green
Carex platyphylla,Brown
Carex praegracilis,Green
Carex praegracilis,Brown
Carex prairea,White
Carex prairea,Green
Carex prairea,Brown
Carex projecta,White
Carex projecta,Green
Carex projecta,Brown
Carex pseudocyperus,White
Carex pseudocyperus,Green
Carex pseudocyperus,Brown
Carex radiata,White
Carex radiata,Green
Carex retroflexa,Green
Carex retroflexa,Brown
Carex retrorsa,White
Carex retrorsa,Green
Carex retrorsa,Brown
Carex richardsonii,Green
Carex richardsonii,Brown
Carex riparia,White
Carex riparia,Yellow
Carex riparia,Green
Carex riparia,Brown
Carex rosea,White
Carex rosea,Green
Carex rosea,Brown
Carex sartwellii,Green
Carex sartwellii,Brown
Carex scoparia,Green
Carex scoparia,Not Applicable
Carex shortiana,Green
Carex shortiana,Brown
Carex socialis,Yellow
Carex socialis,Green
Carex socialis,Brown
Carex sparganioides,White
Carex sparganioides,Green
Carex sparganioides,Brown
Carex spissa,Green
Carex spissa,Brown
Carex sprengelii,White
Carex sprengelii,Green
Carex sprengelii,Brown
Carex squarrosa,White
Carex squarrosa,Green
Carex sterilis,White
Carex sterilis,Green
Carex sterilis,Brown
Carex stipata,Green
Carex stipata,Not Applicable
Carex stricta,White
Carex stricta,Green
Carex stricta,Brown
Carex swanii,Green
Carex tenera,Green
Carex tenera,Not Applicable
Carex texensis,Yellow
Carex texensis,Green
Carex texensis,Brown
Carex torta,White
Carex torta,Yellow
Carex torta,Green
Carex torta,Brown
Carex tribuloides,Green
Carex tribuloides,Not Applicable
Carex trichocarpa,Green
Carex typhina,Yellow
Carex typhina,Green
Carex typhina,Brown
Carex utriculata,Green
Carex utriculata,Brown
Carex vesicaria,Green
Carex vesicaria,Brown
Carex virescens,Yellow
Carex virescens,Green
Carex virescens,Brown
Carex viridula,Green
Carex viridula,Not Applicable
Carex vulpinoidea,Green
Carex vulpinoidea,Brown
Carex willdenowii,Yellow
Carex willdenowii,Green
Carex willdenowii,Brown
Carex woodii,Yellow
Carex woodii,Green
Carex woodii,Brown
Carlowrightia arizonica,White
Carnegiea gigantea,White
Carnegiea gigantea,Green
Carpenteria californica,White
Carpenteria californica,Yellow
Carphephorus bellidifolius,Violet
Carphephorus bellidifolius,Pink
Carphephorus corymbosus,Pink
Carphephorus corymbosus,Blue
Carphephorus corymbosus,Purple
Carphephorus odoratissimus,Purple
Carphephorus paniculatus,Pink
Carphephorus paniculatus,Purple
Carpinus caroliniana,Orange
Carpinus caroliniana,Green
Carpinus caroliniana,Brown
Carpinus caroliniana,Red
Cartrema americana,White
Carya alba,Yellow
Carya alba,Green
Carya aquatica,Yellow
Carya cordiformis,Yellow
Carya cordiformis,Green
Carya cordiformis,Brown
Carya glabra,Yellow
Carya glabra,Green
Carya glabra,Brown
Carya illinoinensis,Yellow
Carya laciniosa,Yellow
Carya laciniosa,Green
Carya laciniosa,Brown
Carya ovalis,
Carya ovata,Green
Carya ovata,Yellow
Carya ovata,Brown
Carya tomentosa,
Cassia hebecarpa,
Cassia marilandica,
Cassiope lycopodioides,White
Cassiope mertensiana,White
Castalia tuberosa,
Castanea dentata,White
Castanea pumila,White
Castanea pumila,Yellow
Castilleja coccinea,White
Castilleja coccinea,Green
Castilleja coccinea,Pink
Castilleja coccinea,Yellow
Castilleja coccinea,Orange
Castilleja coccinea,Red
Castilleja exserta,White
Castilleja exserta,Green
Castilleja exserta,Purple
Castilleja exserta,Pink
Castilleja exserta,Yellow
Castilleja exserta,Red
Castilleja indivisa,White
Castilleja indivisa,Green
Castilleja indivisa,Yellow
Castilleja indivisa,Orange
Castilleja indivisa,Red
Castilleja integra,Orange
Castilleja integra,Yellow
Castilleja integra,Green
Castilleja integra,Red
Catabrosa aquatica,Yellow
Catabrosa aquatica,Brown
Catalpa bignonioides,White
Catalpa speciosa,White
Caulophyllum thalictroides,Yellow
Caulophyllum thalictroides,Green
Caulophyllum thalictroides,Brown
Caulophyllum thalictroides,Purple
Ceanothus americanus,White
Ceanothus arboreus,Blue
Ceanothus fendleri,White
Ceanothus fendleri,Pink
Ceanothus fendleri,Green
Ceanothus gloriosus,Blue
Ceanothus gloriosus,Purple
Ceanothus herbaceus,White
Ceanothus herbaceus,Blue
Ceanothus integerrimus,White
Ceanothus integerrimus,Pink
Ceanothus integerrimus,Blue
Ceanothus maritimus,Blue
Ceanothus microphyllus,White
Ceanothus oliganthus,White
Ceanothus oliganthus,Blue
Ceanothus oliganthus,Purple
Ceanothus ovatus,
Ceanothus prostratus,Blue
Ceanothus prostratus,Purple
Ceanothus sanguineus,White
Ceanothus thyrsiflorus,White
Ceanothus thyrsiflorus,Blue
Ceanothus tomentosus,White
Ceanothus tomentosus,Blue
Ceanothus velutinus,White
Celastrus scandens,Yellow
Celastrus scandens,Green
Celastrus scandens,Yellow–white
Celastrus scandens,Brown
Celtis laevigata,Green
Celtis occidentalis,Green
Celtis occidentalis,Brown
Celtis pumila,
Celtis tenuifolia,White
Cenchrus spinifex,White
Cenchrus spinifex,Green
Cenchrus tribuloides,Green
Centaurea melitensis,White
Centaurea melitensis,Pink
Centaurea melitensis,Red
Centaurea melitensis,Purple
Centrosema virginianum,White
Centrosema virginianum,Pink
Centrosema virginianum,Blue
Centrosema virginianum,Purple
Cephalanthus occidentalis,White
Cephalanthus occidentalis,Pink
Cephalanthus occidentalis,Cream–white
Cerastium arvense,White
Cerastium latifolium,
Cerastium nutans,White
Cerastium velutinum,White
Cerasus pumila,
Ceratiola ericoides,Yellow
Ceratiola ericoides,Brown
Ceratophyllum demersum,Pink
Ceratophyllum demersum,Yellow
Ceratophyllum demersum,Blue
Ceratopteris pteridoides,Not Applicable
Ceratopteris thalictroides,Not Applicable
Cercis canadensis,Pink
Cercis occidentalis,
Cercocarpus ledifolius,White
Cercocarpus ledifolius,Yellow
Cercocarpus montanus,White
Cereus greggii,
Cerothamnus pumilus,
Chaenactis glabriuscula,Yellow
Chaerophyllum procumbens,White
Chamaebatiaria millefolium,White
Chamaecrista chamaecristoides,
Chamaecrista fasciculata,Yellow
Chamaecrista nictitans,Yellow
Chamaecyparis lawsoniana,Yellow
Chamaecyparis nootkatensis,
Chamaecyparis thyoides,Green
Chamaedaphne calyculata,White
Chamaelirium luteum,White
Chamaenerion angustifolium,
Chamaepericlymenum canadense,
Chamerion angustifolium,
Chaptalia tomentosa,White
Chaptalia tomentosa,Pink
Chaptalia tomentosa,Purple
Chasmanthium latifolium,Green
Chasmanthium laxum,Green
Chasmanthium laxum,Brown
Cheilanthes lanosa,
Chelone glabra,White
Chelone glabra,Pink
Chelone glabra,Purple
Chelone glabra,Red
Chelone lyonii,Pink
Chelone lyonii,Yellow
Chelone lyonii,Purple
Chelone obliqua,White
Chelone obliqua,Pink
Chelone obliqua,Purple
Chenopodium berlandieri,White
Chenopodium berlandieri,Green
Chenopodium californicum,Green
Chenopodium californicum,Red
Chenopodium capitatum,Green
Chenopodium capitatum,Red
Chenopodium leptophyllum,Green
Chilopsis linearis,White
Chilopsis linearis,Pink
Chilopsis linearis,Violet
Chilopsis linearis,Purple
Chimaphila maculata,White
Chimaphila umbellata,White
Chimaphila umbellata,Pink
Chiococca alba,White
Chiococca alba,Yellow
Chionanthus virginicus,White
Chloris cucullata,Not Applicable
Chloris submutica,Green
Chloris submutica,Brown
Chloris submutica,Purple
Chloris virgata,Not Applicable
Chlorogalum angustifolium,White
Chlorogalum angustifolium,Green
Chlorogalum pomeridianum,White
Chlorogalum pomeridianum,Green
Chlorogalum pomeridianum,Purple
Chorizanthe palmeri,White
Chorizanthe palmeri,Yellow
Chorizanthe palmeri,Purple
Chorizanthe palmeri,Red
Chorizanthe staticoides,Pink
Chorizanthe staticoides,Purple
Chorizanthe staticoides,Red
Chrysactinia mexicana,Yellow
Chrysobalanus icaco,White
Chrysobalanus icaco,Green
Chrysogonum virginianum,Yellow
Chrysolepis chrysophylla,White
Chrysopsis gossypina,Orange
Chrysopsis gossypina,Yellow
Chrysopsis graminifolia,
Chrysopsis mariana,Yellow
Chrysopsis mariana,Yellow–gold
Chrysopsis villosa,
Chrysosplenium alternifolium,Yellow
Cicuta bulbifera,White
Cicuta maculata,White
Cimicifuga racemosa,
Cinna arundinacea,Green
Cinna latifolia,Yellow
Circaea × intermedia,
Circaea canadensis,
Circaea lutetiana,White
Circaea lutetiana,Pink
Cirsium arizonicum,Pink
Cirsium arizonicum,Purple
